Metadata_Plate,Metadata_Well,Metadata_broad_sample,Metadata_moa
24310,l03,BRD-K54330070-001-05-5,p38 MAPK inhibitor
24310,l04,BRD-K54411430-001-02-5,cAMP inhibitor
24310,l06,BRD-K54529596-001-04-0,ACE inhibitor
24310,l10,BRD-K54665485-001-01-2,Diacylglycerol kinase inhibitor
24310,l11,BRD-K54704028-001-01-3,glutamate receptor antagonist
24310,l12,BRD-K54708045-001-01-3,PPAR receptor agonist
24310,l13,BRD-K54759182-003-02-3,Norepinephrine reuptake inhibitor
24310,l14,BRD-K54771420-001-03-2,Cholesterol inhibitor
24310,l17,BRD-K54790157-001-03-1,DNA synthesis inhibitor
24310,l19,BRD-K55034111-066-02-3,bacterial DNA gyrase inhibitor
24310,l21,BRD-K55191674-236-03-7,Penicillin binding protein inhibitor
24310,m01,BRD-K55344148-003-01-8,Imidazoline receptor ligand
24310,m02,BRD-K55424922-001-01-4,Serotonin receptor agonist
24310,m03,BRD-K55430733-003-01-6,Serotonin receptor agonist
24310,m04,BRD-K55454768-001-01-8,voltage-independent calcium influx blocker
24310,m05,BRD-K55468218-001-04-8,dopamine receptor antagonist
24310,m06,BRD-K55529781-236-02-0,thromboxane synthase inhibitor
24310,m07,BRD-K55567017-001-02-4,alcohol dehydrogenase inhibitor
24310,m08,BRD-K55677650-003-01-1,ionotropic glutamate receptor antagonist
24310,m11,BRD-K55748775-001-01-4,ATPase inhibitor|potassium-competitive acid antagonist
24310,m16,BRD-K55930204-001-02-7,Hydantoin antiepileptic
24310,m17,BRD-K56047318-001-02-2,Triacylglycerol lipase inhibitor
24310,m18,BRD-K56064827-001-04-7,PKC inhibitor
24310,m20,BRD-K56115039-003-01-3,Imidazoline receptor ligand
24310,m22,BRD-K56403959-300-01-9,CC chemokine receptor ligand
24310,m23,BRD-K56429665-001-03-9,vitamin D receptor agonist
24310,m24,BRD-K56509348-003-01-3,Endothelin receptor antagonist
24310,n02,BRD-K56558538-003-02-8,Sodium channel blocker
24310,n03,BRD-K56596464-004-02-4,Sodium channel blocker
24310,n04,BRD-K56699285-001-03-7,dopamine receptor agonist|serotonin receptor antagonist
24310,n08,BRD-K57033106-048-02-8,Histamine receptor antagonist
24310,n11,BRD-K57179821-001-04-8,Antipruritic
24310,n12,BRD-K57222227-001-06-1,cyclooxygenase inhibitor
24310,n16,BRD-K57304726-003-03-6,Sigma receptor agonist
24310,n18,BRD-K57545991-050-03-3,angiotensin converting enzyme inhibitor
24310,n19,BRD-K57569181-001-04-4,Phosphodiesterase inhibitor
24310,n21,BRD-K57718010-001-06-9,GABA receptor antagonist
24310,n22,BRD-K57886322-001-03-4,glucocorticoid receptor agonist
24310,n23,BRD-K57926513-001-02-9,PDGFR receptor inhibitor
24310,o01,BRD-K58220566-001-02-2,PKC inhibitor|sodium channel blocker|calcium channel blocker
24310,o02,BRD-K58265391-001-03-6,diuretic
24310,o03,BRD-K58299615-001-02-7,amyloid precursor protein inhibitor|beta amyloid aggregation inhibitor
24310,o05,BRD-K58466253-003-04-1,serotonin release inhibitor
24310,o06,BRD-K58685305-001-02-2,11-beta hydroxysteroid dehydrogenase inhibitor
24310,o08,BRD-K58930050-001-01-1,glutamate receptor antagonist
24310,o09,BRD-K58938839-001-03-8,smoothened receptor antagonist|hedgehog pathway inhibitor
24310,o10,BRD-K59037100-001-04-8,lipase inhibitor
24310,o13,BRD-K59058766-003-03-7,dopamine receptor antagonist
24310,o15,BRD-K59184148-001-04-2,glycogen synthase kinase inhibitor
24310,o18,BRD-K59273480-001-01-5,adenosine reuptake inhibitor|phosphodiesterase inhibitor
24310,o20,BRD-K59332007-300-01-9,acetylcholine release enhancer|acetylcholine release stimulant|neurotransmitter agonist|voltage-gated potassium channel blocker
24310,o22,BRD-K59419204-001-01-9,cannabinoid receptor antagonist|cannabinoid receptor inhibitor
24310,o23,BRD-K59469039-001-04-9,Angiogenesis inhibitor
24310,o24,BRD-K59522102-001-04-7,monoamine oxidase inhibitor
24310,p01,BRD-K59574735-001-02-7,leukotriene synthesis inhibitor
24310,p02,BRD-K59637651-001-01-4,protein synthesis inhibitor|botulin neurotoxin inhibitor|mur synthetase inhibitor
24310,p03,BRD-K59650319-003-01-7,glutamate receptor antagonist
24310,p04,BRD-K59753853-001-01-5,glutamate receptor antagonist
24310,p06,BRD-K59851896-001-02-4,GABA release inhibitor
24310,p07,BRD-K59983611-001-05-2,bacterial antifolate
24310,p09,BRD-K60060639-005-01-4,antiarrhythmic medication
24310,p10,BRD-K60174629-001-02-2,prolyl endopeptidase inhibitor
24310,p13,BRD-K60184833-001-02-3,tyrosine kinase inhibitor
24310,p14,BRD-K60230970-001-04-3,proteasome inhibitor
24310,p15,BRD-K60274257-001-01-1,tyrosine phosphatase inhibitor
24310,p17,BRD-K60298136-001-01-7,aryl hydrocarbon receptor agonist|aryl hydrocarbon receptor ligand
24310,p18,BRD-K60476892-001-02-1,activator of soluble guanylyl cyclase|guanylate cyclase activator|hypoxia inducible factor inhibitor
24310,p19,BRD-K60511616-236-01-4,HMGCR inhibitor
24310,p20,BRD-K60640630-001-03-7,glucocorticoid receptor agonist
24310,p22,BRD-K60923938-001-02-8,sodium channel activator
24310,p23,BRD-K60932973-001-01-7,dopamine receptor agonist
24310,p24,BRD-K61097567-001-03-6,tachykinin antagonist
25984,a01,BRD-K18250272-003-03-7,local anesthetic
25984,a02,BRD-K18316707-001-01-9,cannabinoid receptor antagonist
25984,a04,BRD-K18550767-001-02-8,interleukin inhibitor
25984,a05,BRD-K18574842-323-03-3,bacterial cell wall synthesis inhibitor
25984,a06,BRD-K18619710-001-03-7,steroid
25984,a07,BRD-K18742343-001-03-2,PKA inhibitor
25984,a08,BRD-K18757346-001-02-9,thromboxane receptor agonist
25984,a09,BRD-K18779551-003-03-7,acetylcholine release stimulant|adrenergic transmitter uptake inhibitor|reducing agent
25984,a10,BRD-K18787491-001-05-2,MEK inhibitor
25984,a11,BRD-K18799075-001-01-0,cannabinoid receptor partial agonist
25984,a12,BRD-K18816859-001-01-4,Serotonin receptor agonist
25984,a15,BRD-K18909381-001-01-4,serotonin receptor agonist
25984,a16,BRD-K18910433-001-04-4,estrogen receptor agonist
25984,a19,BRD-K19111024-001-04-3,PPAR receptor agonist
25984,a20,BRD-K19295594-001-04-4,BCL inhibitor|MCL1 inhibitor
25984,a21,BRD-K19309090-300-03-0,acetylcholine receptor agonist
25984,a22,BRD-K19352500-332-03-7,dopamine receptor antagonist
25984,a23,BRD-K19360254-001-01-3,Dopamine receptor agonist
25984,b01,BRD-K19462402-003-03-0,adrenergic receptor antagonist|calcium channel blocker
25984,b03,BRD-K19533706-001-01-9,Angiogenesis inhibitor
25984,b04,BRD-K19554809-001-01-1,serotonin receptor agonist
25984,b05,BRD-K19605405-001-01-9,adenosine receptor antagonist
25984,b07,BRD-K20141153-003-03-8,norepinephrine transporter inhibitor|adrenergic transmitter uptake inhibitor
25984,b08,BRD-K20152659-001-02-0,Cholesterol inhibitor
25984,b10,BRD-K20620780-001-01-0,dopamine receptor antagonist
25984,b11,BRD-K20655524-003-04-7,psychoactive drug
25984,b15,BRD-K20714604-001-01-5,Serotonin receptor partial agonist
25984,b16,BRD-K20742498-001-01-5,serotonin receptor antagonist
25984,b17,BRD-K20755323-001-01-8,sphingosine kinase inhibitor
25984,b18,BRD-K20995441-001-01-7,Opioid receptor agonist
25984,b19,BRD-K21283037-001-02-5,glutamate inhibitor
25984,b20,BRD-K21350491-001-02-1,acid sensing ion channel blocker|sodium channel blockers|TRPP3 channel inhibitor|TRPV modulator
25984,b21,BRD-K21450440-001-04-7,carbonic anhydrase inhibitor
25984,b22,BRD-K21520694-001-02-4,PABA antagonist
25984,b23,BRD-K21548250-001-01-3,sodium channel blocker
25984,b24,BRD-K21565985-001-04-3,adrenergic receptor agonist
25984,c01,BRD-K21667562-001-01-4,FAAH transport inhibitor|anandamide transport inhibitor|nucelar factor of activated T-cells inhibitor|TRPV agonist
25984,c02,BRD-K21680192-300-05-2,topoisomerase inhibitor
25984,c03,BRD-K21733600-001-02-6,cyclooxygenase inhibitor
25984,c04,BRD-K21853356-001-04-4,EGFR inhibitor
25984,c07,BRD-K22031190-001-04-6,Prostanoid receptor antagonist
25984,c08,BRD-K22134346-001-04-1,HMGCR inhibitor
25984,c09,BRD-K22193694-001-04-5,Topical sunscreen agent
25984,c10,BRD-K22385716-001-01-7,casein kinase inhibitor|mTOR inhibitor|PI3K inhibitor
25984,c17,BRD-K22861715-001-03-4,breast cancer resistance protein inhibitor
25984,c19,BRD-K22969690-001-02-6,bacterial 50S ribosomal subunit inhibitor
25984,c21,BRD-K23301018-001-02-6,antiprotozoal agent
25984,c23,BRD-K23335153-300-01-7,glutamate receptor positive allosteric modulator
25984,c24,BRD-K23383398-001-01-6,LXR agonist|ABC transporter expression enhancer|ROR inverse agonist
25984,d02,BRD-K23478508-001-03-7,ATPase inhibitor
25984,d03,BRD-K23541596-300-04-9,histamine receptor agonist
25984,d04,BRD-K23566484-001-04-5,androgen receptor antagonist
25984,d05,BRD-K23583188-001-05-6,EGFR inhibitor|tyrosine kinase inhibitor
25984,d06,BRD-K23704908-001-03-2,serine protease inhibitor
25984,d07,BRD-K23913458-001-02-5,Vitamin K antagonist
25984,d08,BRD-K23922020-075-01-1,acetylcholine receptor agonist
25984,d10,BRD-K24084088-001-02-2,adenosine receptor antagonist
25984,d13,BRD-K24132293-001-02-0,glutathione transferase inhibitor
25984,d14,BRD-K24201553-003-02-4,Serotonin receptor antagonist
25984,d17,BRD-K24240364-003-02-1,Glutamate receptor antagonist
25984,d18,BRD-K24396733-001-01-1,dopamine receptor agonist
25984,d20,BRD-K24526313-001-08-6,Potassium channel activator
25984,e05,BRD-K25224017-001-04-5,serotonin receptor antagonist
25984,e07,BRD-K25394294-001-04-0,Cyclooxygenase inhibitor
25984,e11,BRD-K25433859-003-11-4,norepinephrine reputake inhibitor|tricyclic antidepressant
25984,e13,BRD-K25741894-001-03-8,acetylcholinesterase inhibitor
25984,e15,BRD-K25875056-001-01-2,Protein tyrosine kinase activator
25984,e16,BRD-K25906698-303-01-9,histamine receptor agonist
25984,e21,BRD-K26160755-003-01-8,Imidazoline receptor agonist
25984,e22,BRD-K26373640-001-02-8,IKK inhibitor
25984,f03,BRD-K26429091-051-01-9,acetylcholine receptor antagonist
25984,f04,BRD-K26521938-001-04-9,prostanoid receptor agonist
25984,f05,BRD-K26548821-001-01-8,Dopamine receptor agonist
25984,f06,BRD-K26573499-300-01-3,Adrenergic receptor agonist
25984,f12,BRD-K26979635-001-01-1,Glutamate receptor antagonist
25984,f13,BRD-K26997899-001-01-4,microtubule inhibitor|tubulin inhibitor
25984,f15,BRD-K27141178-001-01-0,Serotonin receptor antagonist
25984,f20,BRD-K27305650-001-04-2,mTOR inhibitor|PI3K inhibitor|DNA dependent protein kinase inhibitor|phosphodiesterase inhibitor|PLK inhibitor
25984,f21,BRD-K27316855-001-02-6,vitamin D receptor agonist
25984,f23,BRD-K27351809-001-02-0,progesterone receptor agonist
25984,g01,BRD-K27450477-001-03-9,Adenosine deaminase inhibitor
25984,g02,BRD-K27499107-001-02-6,IP receptor activator
25984,g06,BRD-K27710560-001-02-6,SIRT inhibitor
25984,g07,BRD-K27737647-001-03-4,PKA inhibitor
25984,g09,BRD-K27871032-001-02-6,Ergoline alkaloid
25984,g11,BRD-K28115081-001-01-9,Platelet activating factor receptor antagonist
25984,g12,BRD-K28137194-003-01-3,GABA receptor agonist
25984,g13,BRD-K28143534-001-01-4,histamine receptor antagonist
25984,g15,BRD-K28183345-003-05-6,Dihydrofolate reductase inhibitor
25984,g17,BRD-K28307902-001-04-3,androgen receptor antagonist
25984,g18,BRD-K28453807-003-05-4,Cholinergic receptor antagonist
25984,g23,BRD-K28578425-001-01-3,phosphodiesterase inhibitor
25984,g24,BRD-K28667196-001-02-9,Increases arterial blood pressure
25984,h01,BRD-K28680267-001-01-8,CCK receptor antagonist
25984,h02,BRD-K28761384-003-03-6,dopamine receptor antagonist
25984,h05,BRD-K28761891-001-01-0,melatonin receptor agonist
25984,h06,BRD-K28806945-001-01-9,dopamine receptor antagonist
25984,h07,BRD-K28863208-001-01-2,Cholinergic receptor agonist
25984,h08,BRD-K28907958-001-01-9,retinoid receptor agonist
25984,h09,BRD-K28936863-051-04-1,histamine receptor agonist|leukotriene receptor antagonist|phosphodiesterase inhibitor
25984,h10,BRD-K29113274-001-03-6,Sterol demethylase inhibitor
25984,h12,BRD-K29178788-001-02-0,Furoquinoline alkaloid
25984,h13,BRD-K29359156-001-04-6,H+/K+-ATPase inhibitor
25984,h16,BRD-K29555132-001-02-2,Cannabinoid receptor agonist
25984,h17,BRD-K29582677-001-02-7,Calcium channel blocker
25984,h18,BRD-K29668683-300-01-4,sigma receptor antagonist
25984,h21,BRD-K29673530-001-03-9,tyrosine kinase inhibitor
25984,h22,BRD-K29950728-048-02-6,estrogen receptor antagonist
25984,h23,BRD-K30197592-001-01-5,Serotonin receptor agonist
25984,i01,BRD-K30240666-051-05-0,histamine receptor antagonist
25984,i02,BRD-K30421593-050-02-3,adrenergic receptor antagonist
25984,i03,BRD-K30480208-001-04-5,Electrolyte reabsorption inhibitor
25984,i08,BRD-K30685142-001-04-8,thyroid hormone stimulant
25984,i09,BRD-K30867024-001-01-1,serotonin receptor antagonist
25984,i11,BRD-K30990140-003-01-6,Cyclooxygenase inhibitor
25984,i12,BRD-K31054881-300-01-3,Adrenergic receptor antagonist
25984,i13,BRD-K31238592-001-01-6,CCK receptor antagonist|gastrin inhibitor
25984,i16,BRD-K31342827-001-05-4,PKC inhibitor
25984,i18,BRD-K31491153-001-01-2,serotonin receptor agonist
25984,i19,BRD-K31542390-001-01-5,dehydrogenase inhibitor|inositol monophosphatase inhibitor
25984,i20,BRD-K31611373-001-02-7,Prostanoid receptor agonist
25984,i23,BRD-K31627533-001-03-8,glucocorticoid receptor agonist
25984,i24,BRD-K31633810-003-01-0,Acetylcholine receptor antagonist
25984,j03,BRD-K31699485-001-01-9,glutamate receptor modulator
25984,j04,BRD-K31792052-004-01-9,interleukin receptor antagonist
25984,j09,BRD-K31843556-001-01-7,PPAR receptor anatagonist|PPAR receptor antagonist
25984,j10,BRD-K31912990-003-01-0,neuropeptide receptor antagonist
25984,j12,BRD-K31987754-001-01-2,Cannabinoid receptor agonist
25984,j15,BRD-K32164935-001-06-8,ATP channel blocker
25984,j16,BRD-K32247306-001-04-7,GABA receptor antagonist
25984,j19,BRD-K32292990-001-01-0,EGFR inhibitor
25984,j20,BRD-K32412559-001-01-7,Adrenergic receptor antagonist
25984,j23,BRD-K32501161-001-01-7,dopamine uptake inhibitor
25984,j24,BRD-K32526544-001-01-2,Potassium channel activator
25984,k02,BRD-K32584078-001-02-3,AKT inhibitor|HCV NS5B RdRp inhibitor
25984,k04,BRD-K32645441-001-01-4,serotonin receptor agonist
25984,k05,BRD-K32696739-001-02-6,Monoamine oxidase inhibitor
25984,k06,BRD-K32744045-001-04-9,aldehyde dehydrogenase inhibitor|DNA methyltransferase inhibitor|TRPV agonist
25984,k09,BRD-K32755366-003-03-4,Norepinephrine transporter inhibitor
25984,k10,BRD-K32821942-001-04-9,dehydrogenase inhibitor
25984,k11,BRD-K32828673-001-01-5,tubulin polymerization inhibitor
25984,k12,BRD-K32830106-003-11-3,adrenergic receptor agonist
25984,k14,BRD-K33204703-001-04-6,PDGFR receptor inhibitor
25984,k17,BRD-K33211335-337-03-7,glutamate receptor antagonist|sigma receptor agonist
25984,k19,BRD-K33308633-001-01-6,calcineurin inhibitor
25984,k20,BRD-K33396764-001-02-0,Omega 3 fatty acid stimulant
25984,k22,BRD-K33453211-003-03-2,Histamine receptor antagonist
25984,l01,BRD-K33459542-001-02-5,sigma receptor agonist
25984,l02,BRD-K33583600-001-03-9,guanylate cyclase activator
25984,l03,BRD-K33710385-001-05-4,mycolic synthesis inhibitor
25984,l04,BRD-K33818169-003-01-2,LXR agonist|ABC transporter expression enhancer
25984,l05,BRD-K33864865-001-01-7,CCK receptor antagonist
25984,l06,BRD-K33882852-003-01-0,benzodiazepine receptor agonist
25984,l10,BRD-K34014345-001-02-6,Anti-inflammatory
25984,l11,BRD-K34034388-300-01-0,dopamine uptake inhibitor
25984,l12,BRD-K34092021-001-02-3,TRPV agonist|cannabinoid receptor agonist
25984,l13,BRD-K34154330-003-04-9,GABA receptor modulator
25984,l17,BRD-K34170797-001-01-1,FXR agonist
25984,l20,BRD-K34415467-003-04-9,histamine receptor antagonist
25984,l21,BRD-K34568562-001-02-7,interferon inducer
25984,l22,BRD-K34608650-001-01-6,Cannabinoid receptor agonist
25984,m02,BRD-K34685430-001-01-1,dopamine receptor antagonist|serotonin receptor antagonist
25984,m03,BRD-K34995470-001-02-3,receptor tyrosine protein kinase inhibitor|vascular endothelial growth factor receptor 2 (VEGFR2) inhibitor|VEGFR inhibitor
25984,m06,BRD-K35240538-001-03-1,glucocorticoid receptor agonist
25984,m07,BRD-K35430135-003-01-5,Adrenergic receptor antagonist
25984,m08,BRD-K35458079-001-04-2,Nootropic agent
25984,m11,BRD-K35498378-001-03-8,Aldose reductase inhibitor
25984,m15,BRD-K35629949-001-01-2,CCK receptor antagonist
25984,m16,BRD-K35708212-331-03-1,ATPase inhibitor
25984,m17,BRD-K35941380-001-01-7,Serotonin receptor antagonist
25984,m18,BRD-K35960502-001-04-4,DNA replication inhibitor|STAT inhibitor
25984,m20,BRD-K36007650-300-02-3,protein synthesis inhibitor
25984,m21,BRD-K36009368-001-01-8,Opioid receptor agonist
25984,m22,BRD-K36021395-300-01-6,adenosine kinase inhibitor
25984,m23,BRD-K36055864-001-04-4,protein synthesis inhibitor
25984,m24,BRD-K36116267-001-05-4,psychoactive drug
25984,n01,BRD-K36198571-001-01-2,metalloproteinase inhibitor
25984,n02,BRD-K36258877-001-01-5,caspase inhibitor
25984,n05,BRD-K36638830-001-02-2,acetylcholine receptor agonist
25984,n06,BRD-K36756879-003-04-6,calcium channel blocker
25984,n11,BRD-K36862742-001-04-1,sodium/potassium/chloride transporter inhibitor
25984,n12,BRD-K36864847-303-01-7,Adrenergic receptor antagonist
25984,n15,BRD-K36927236-001-06-0,Sulfonylurea
25984,n16,BRD-K36965586-001-01-7,serotonin receptor agonist
25984,n18,BRD-K37249724-001-04-2,histamine receptor antagonist
25984,n19,BRD-K37270826-001-03-7,glucocorticoid receptor antagonist|progesterone receptor antagonist
25984,n21,BRD-K37289225-001-07-5,Dopamine receptor antagonist
25984,n22,BRD-K37392901-003-01-7,ubiquitin hydrolase inhibitor|ubiquitin isopeptidase inhibitor
25984,n23,BRD-K37447567-001-01-8,Opioid receptor antagonist
25984,n24,BRD-K37561857-001-04-9,phosphodiesterase inhibitor
25984,o02,BRD-K37618799-001-01-4,adenosine receptor antagonist
25984,o03,BRD-K37682401-001-05-1,bacterial DNA gyrase inhibitor
25984,o04,BRD-K37688416-003-04-0,psychoactive drug
25984,o05,BRD-K37691127-001-02-2,tyrosinase inhibitor
25984,o07,BRD-K37792168-001-01-0,Phosphodiesterase inhibitor
25984,o08,BRD-K37798499-001-02-5,topoisomerase inhibitor
25984,o09,BRD-K37848908-001-03-1,penicillin binding protein inhibitor
25984,o10,BRD-K37865504-001-01-7,FAAH inhibitor|FAAH reuptake inhibitor
25984,o14,BRD-K37991163-050-05-1,selective serotonin reuptake inhibitor (SSRI)
25984,o15,BRD-K38003476-001-03-4,steroid
25984,o16,BRD-K38055836-001-03-9,respiratory stimulant
25984,o17,BRD-K38197229-001-06-7,solute carrier family member inhibitor
25984,o18,BRD-K38251852-001-02-5,ABC transporter expression enhancer|high conductance calcium activated potassium blocker|LXR agonist|potassium channel blocker
25984,o19,BRD-K38305202-001-01-8,dopamine receptor antagonist
25984,o20,BRD-K38323065-001-05-8,cyclooxygenase inhibitor
25984,o21,BRD-K38347298-001-02-3,adenosine receptor antagonist
25984,o22,BRD-K38436528-003-04-8,norepinephrine reputake inhibitor|serotonin reuptake inhibitor
25984,o23,BRD-K38449220-001-03-8,cytochrome P450 inhibitor
25984,o24,BRD-K38477985-001-01-8,protein tyrosine kinase inhibitor|tyrosine kinase inhibitor
25984,p01,BRD-K38684403-001-02-1,bacterial 50S ribosomal subunit inhibitor
25984,p03,BRD-K38775274-001-02-3,glucocorticoid receptor agonist
25984,p04,BRD-K38903228-001-02-8,flavanone glycoside
25984,p05,BRD-K39120595-304-02-1,autotaxin inhibitor
25984,p07,BRD-K39187410-001-01-7,antiamyloidogenic agent
25984,p08,BRD-K39188321-001-03-9,glucocorticoid receptor agonist
25984,p09,BRD-K39339537-001-03-8,cyclooxygenase inhibitor
25984,p10,BRD-K39356024-001-02-4,acetylcholine release enhancer|dopamine release enhancer|GABA receptor negative allosteric modulator|glutamate receptor modulator|progesterone receptor agonist|steroid hormone inhibitor of CYP17A1 and SULT2B1
25984,p13,BRD-K39484304-001-02-5,RNA polymerase inhibitor
25984,p14,BRD-K39670393-303-01-3,histamine receptor agonist
25984,p15,BRD-K39733634-001-01-8,prostanoid receptor antagonist|angiotensin receptor antagonist
25984,p16,BRD-K39746403-084-02-3,NFkB pathway inhibitor|50S ribosomal subunit inhibitor|motilin receptor agonist|RPLV inhibitor
25984,p17,BRD-K39915878-036-04-6,dopamine receptor antagonist|serotonin receptor antagonist
25984,p18,BRD-K39965020-001-02-6,PPAR receptor agonist
25984,p19,BRD-K39987650-001-04-3,laxative
25984,p20,BRD-K40255344-001-05-1,protein tyrosine kinase inhibitor|tyrosine kinase inhibitor
25984,p21,BRD-K40530731-001-02-5,acetylcholine receptor inhibitor
25984,p22,BRD-K40578143-001-01-8,adenosine receptor agonist
25984,p23,BRD-K40656405-001-01-5,PPAR receptor agonist
25984,p24,BRD-K40742111-001-02-6,lipoxygenase inhibitor
26239,a01,BRD-K78364995-236-03-5,bacterial cell wall synthesis inhibitor
26239,a03,BRD-K78485176-001-02-9,angiotensin receptor antagonist
26239,a05,BRD-K78599730-001-02-6,farnesyltransferase inhibitor|NFkB pathway inhibitor|ras farnesyltransferase inhibitor
26239,a07,BRD-K78633253-001-01-2,ARF inhibitor
26239,a08,BRD-K78637815-001-01-4,cannabinoid receptor antagonist
26239,a09,BRD-K78643075-001-03-3,dopamine receptor antagonist
26239,a10,BRD-K78692225-001-11-2,dihydroorotate dehydrogenase inhibitor|PDGFR tyrosine kinase receptor inhibitor
26239,a11,BRD-K78815826-001-04-7,cyclooxygenase inhibitor
26239,a12,BRD-K78838262-001-02-4,hypolipidemic
26239,a16,BRD-K78959463-001-02-5,calcium channel activator
26239,a18,BRD-K79092138-001-04-5,POXB inhibitor|bacterial DNA inhibitor
26239,a19,BRD-K79116891-003-03-7,sodium channel blocker
26239,a20,BRD-K79124250-001-03-0,radiopaque medium
26239,a21,BRD-K79131256-001-03-9,tubulin polymerization inhibitor
26239,a22,BRD-K79145749-001-01-8,norepinephrine reputake inhibitor
26239,a24,BRD-K79366068-236-01-5,NTPDase inhibitor
26239,b01,BRD-K79425933-001-03-6,dopamine receptor antagonist
26239,b02,BRD-K79437791-001-02-4,Inhibitor of methylation of endogenous isoprenylated proteins
26239,b03,BRD-K79501723-003-03-4,histamine receptor modulator
26239,b04,BRD-K79684402-300-01-0,dopamine receptor partial agonist
26239,b05,BRD-K79711234-001-04-3,bacterial 50S ribosomal subunit inhibitor
26239,b06,BRD-K79759585-001-02-1,phosphodiesterase inhibitor
26239,b07,BRD-K79930101-300-01-1,EGFR inhibitor|epidermal growth factor receptor (EGFR) inhibitor|ErbB2 tyrosine kinase inhibitor|receptor tyrosine protein kinase inhibitor
26239,b09,BRD-K80315159-051-01-2,histamine receptor antagonist
26239,b12,BRD-K80334323-001-03-5,progestogen hormone
26239,b15,BRD-K80353807-001-03-0,vasodilator
26239,b16,BRD-K80396088-001-03-9,Sulfonylurea
26239,b17,BRD-K80451230-051-01-8,acetylcholine receptor antagonist
26239,b19,BRD-K80639402-003-01-1,serotonin receptor antagonist
26239,b20,BRD-K80725821-300-01-1,serotonin receptor antagonist
26239,b21,BRD-K80738081-001-06-2,cytochrome P450 inhibitor|SIRT activator
26239,b22,BRD-K80778372-001-01-7,GABA benzodiazepine site receptor inverse agonist
26239,b24,BRD-K80946661-001-02-8,p53 activator
26239,c01,BRD-K80970344-201-02-9,NFkB pathway inhibitor
26239,c02,BRD-K81029756-001-02-8,L-type calcium channel blocker|calcium channel antagonist|calcium channel blocker
26239,c04,BRD-K81209159-001-02-9,Acetylcholinesterase inhibitor
26239,c05,BRD-K81209512-001-01-3,EGFR inhibitor|epidermal growth factor receptor (EGFR) inhibitor|tyrosine kinase inhibitor
26239,c06,BRD-K81225797-001-01-5,adenosine receptor antagonist
26239,c07,BRD-K81272440-001-02-6,calcium channel blocker
26239,c09,BRD-K81376179-001-01-4,FLT3 inhibitor
26239,c14,BRD-K81709173-001-03-8,glucocorticoid receptor agonist
26239,c17,BRD-K81729199-001-01-0,acetylcholine receptor antagonist
26239,c20,BRD-K81839095-001-02-0,Estrogen receptor agonist
26239,c21,BRD-K81876028-300-01-2,Serotonin receptor agonist
26239,c23,BRD-K82103381-003-03-7,vasodilator
26239,d03,BRD-K82255054-001-04-3,GABA receptor agonist
26239,d04,BRD-K82484965-003-02-7,dopamine receptor agonist
26239,d05,BRD-K82561139-001-01-9,casein kinase inhibitor
26239,d06,BRD-K82562631-236-02-0,Cyclooxygenase inhibitor
26239,d07,BRD-K82577285-001-01-7,Dopamine receptor agonist
26239,d08,BRD-K82731415-001-04-7,CDK inhibitor
26239,d09,BRD-K82795137-001-02-3,Histamine receptor antagonist
26239,d10,BRD-K82823076-001-01-8,GABA benzodiazepine site receptor inverse agonist
26239,d13,BRD-K82846253-001-03-0,Insulin secretagogue
26239,d14,BRD-K82865713-001-02-6,cAMP inhibitor
26239,d17,BRD-K83023055-001-01-9,Melatonin receptor agonist
26239,d19,BRD-K83063356-003-01-7,CC chemokine receptor antagonist|CCR antagonist
26239,d23,BRD-K83302049-001-01-6,Histamine receptor antagonist
26239,d24,BRD-K83322645-103-01-6,sigma receptor antagonist|sigma receptor ligand
26239,e04,BRD-K83459933-001-02-1,angiogenesis inhibitor
26239,e05,BRD-K83508485-001-01-9,tachykinin antagonist
26239,e06,BRD-K83597974-003-05-7,Monoamine oxidase inhibitor
26239,e07,BRD-K83637872-001-01-7,Smoothened receptor antagonist
26239,e08,BRD-K84175871-003-02-2,Adrenergic receptor agonist
26239,e12,BRD-K84266862-001-01-6,phosphodiesterase inhibitor
26239,e13,BRD-K84421793-001-01-1,dopamine receptor agonist
26239,e14,BRD-K84595254-001-03-0,ATPase inhibitor
26239,e15,BRD-K84663978-001-02-3,phosphodiesterase inhibitor|platelet aggregation inhibitor|potassium channel blocker
26239,e16,BRD-K84709232-001-02-6,lipoxygenase inhibitor|HIV integrase inhibitor|NFkB pathway inhibitor|nitric oxide production inhibitor|PPAR receptor modulator|tumor necrosis factor production inhibitor
26239,e20,BRD-K85090592-003-08-7,Acetylcholine receptor agonist
26239,e22,BRD-K85119730-001-06-5,ATP channel blocker
26239,e23,BRD-K85242180-001-01-1,"indoleamine 2,3-dioxygenase inhibitor"
26239,e24,BRD-K85266041-304-01-7,glutamate receptor antagonist
26239,f04,BRD-K85383046-001-02-5,chloride channel blocker
26239,f06,BRD-K85871428-001-01-9,p38 MAPK inhibitor
26239,f11,BRD-K85883481-001-02-6,glucocorticoid receptor agonist
26239,f12,BRD-K86204871-001-02-2,sterol demethylase inhibitor
26239,f13,BRD-K86301799-001-14-0,phosphodiesterase inhibitor
26239,f14,BRD-K86434416-001-02-7,Monoamine oxidase inhibitor
26239,f15,BRD-K84663978-001-03-1,phosphodiesterase inhibitor|platelet aggregation inhibitor|potassium channel blocker
